subcategory	sample_rate	copyright	bit_depth	description	manufacturer	publisher	filename	length	channels	designer	library	category	originator
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Big, Dense, Low Punch, Strong, Mushy, Springy	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Large Tight 16_RSCPC_PX.wav	00:01	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Big, Strong, Low Thump, Sci-Fi Explosive Energy, Springy	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Large Tight 17_RSCPC_PX.wav	00:01	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Big, Dense, Low Thump, Alien Weapon Effect, Sci-Fi Explosive Energy	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Large Tight 18_RSCPC_PX.wav	00:01	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Big, Dense, Heavy, Low Punch, Alien Weapon Effect	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Large Tight 19_RSCPC_PX.wav	00:01	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Big, Aggressive, Gritty, Low Thump, Alien Weapon Effect	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Large Tight 20_RSCPC_PX.wav	00:01	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Big, Low Thump, Tense, Alien Weapon Effect, Granular Gesture	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Large Tight 21_RSCPC_PX.wav	00:01	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Big, Aggressive, Energy, Low Thump, Alien Weapon Effect	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Large Tight 22_RSCPC_PX.wav	00:01	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Big, Energy, Heavy, Low Thump, Alien Weapon Effect	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Large Tight 23_RSCPC_PX.wav	00:01	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Big, Aggressive Punch, Energy, Alien Weapon Effect, Sci-Fi Explosive Energy	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Large Tight 24_RSCPC_PX.wav	00:01	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Big, Tense, Resonant, Alien Weapon Effect, Granular Gesture	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Large Tight 25_RSCPC_PX.wav	00:02	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Big, Tense, Low Thump, Granular Flutter, Springy	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Large Tight 26_RSCPC_PX.wav	00:01	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Big, Dense, Energy, Low Thump, Sci-Fi Explosive Energy, Slight Rattle	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Large Tight 27_RSCPC_PX.wav	00:01	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Big, Tense, Low Punch, Alien Weapon Effect, Sci-Fi Explosive Energy	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Large Tight 28_RSCPC_PX.wav	00:01	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Big, Dense, Low Punch, Strong, Mushy, Springy	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Large Tight 29_RSCPC_PX.wav	00:02	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Big, Aggressive Punch, Alien Weapon Effect, Sci-Fi Explosive Energy, Springy	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Large Tight 30_RSCPC_PX.wav	00:02	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Big, Aggressive Punch, Alien Weapon Effect, Sci-Fi Explosive Energy, Springy	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Large Tight 31_RSCPC_PX.wav	00:01	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Big, Strong, Low Punch, Alien Weapon Effect, Sci-Fi Explosive Energy, Slight Rattle	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Large Tight 32_RSCPC_PX.wav	00:01	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Big, Strong, Low Punch, Alien Weapon Effect, Fluttering Tail	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Large Tight 33_RSCPC_PX.wav	00:01	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Big, Tense, Resonant, Granular Gesture, Springy	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Large Tight 34_RSCPC_PX.wav	00:02	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Big, Dense, Low Punch, Strong, Mushy, Springy	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Large Tight 35_RSCPC_PX.wav	00:01	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Big, Strong, Low Punch, Alien Weapon Effect, Sci-Fi Explosive Energy	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Large Tight 36_RSCPC_PX.wav	00:01	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Small, Expressive Tail, Dense, Low Thump, Mushy, Splatter	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Small Extended 01_RSCPC_PX.wav	00:02	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Small, Expressive Tail, Dense, Deep, Low Tension, Hollow, Springy	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Small Extended 02_RSCPC_PX.wav	00:03	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Small, Expressive Tail, Gritty, Futuristic, Granular Gesture	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Small Extended 03_RSCPC_PX.wav	00:02	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Small, Expressive Tail, Dense, Low Thump, Biomechanical Malfunction, Mushy	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Small Extended 04_RSCPC_PX.wav	00:02	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Small, Expressive Tail, Dense, Biomechanical Malfunction, Slashing, Springy	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Small Extended 05_RSCPC_PX.wav	00:03	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Small, Expressive Tail, Dense, Low Tension, Alien Being, Mushy	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Small Extended 06_RSCPC_PX.wav	00:03	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Small, Expressive Tail, Tense, Resonant, Granular Gesture, Grit	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Small Extended 07_RSCPC_PX.wav	00:02	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Small, Expressive Tail, Tense, Low Tension, Granular Gesture, Splatter	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Small Extended 08_RSCPC_PX.wav	00:02	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Small, Expressive Tail, Gritty, Otherworldly, Churning, Granular Flutter	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Small Extended 09_RSCPC_PX.wav	00:03	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Small, Expressive Tail, Gritty, Futuristic, Biomechanical Malfunction, Granular Gesture	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Small Extended 10_RSCPC_PX.wav	00:03	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Small, Expressive Tail, Gritty, Energy, Biomechanical Malfunction, Granular Gesture	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Small Extended 11_RSCPC_PX.wav	00:02	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Small, Expressive Tail, Dense, Low Tension, Churning, Mushy, Springy	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Small Extended 12_RSCPC_PX.wav	00:02	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Small, Expressive Tail, Tense, Low Thump, Granular Artifacts, Mushy, Slight Rattle	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Small Extended 13_RSCPC_PX.wav	00:02	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Small, Expressive Tail, Dense, Energy, Alien Weapon Effect	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Small Extended 14_RSCPC_PX.wav	00:02	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Small, Expressive Tail, Gritty, Biomechanical Malfunction, Granular Gesture	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Small Extended 15_RSCPC_PX.wav	00:02	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Small, Expressive Tail, Gritty, Low Thump, Alien Weapon Effect, Grit	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Small Extended 16_RSCPC_PX.wav	00:03	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Small, Expressive Tail, Tense, Biomechanical Malfunction, Granular Gesture, Springy	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Small Extended 17_RSCPC_PX.wav	00:03	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Small, Expressive Tail, Gritty, Biomechanical Malfunction, Granular Artifacts	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Small Extended 18_RSCPC_PX.wav	00:03	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Small, Expressive Tail, Gritty, Biomechanical Malfunction, Granular Artifacts	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Small Extended 19_RSCPC_PX.wav	00:03	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Small, Expressive Tail, Tense, Biomechanical Malfunction, Granular Artifacts	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Small Extended 20_RSCPC_PX.wav	00:02	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Small, Expressive Tail, Tense, Low Punch, Alien Weapon Effect	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Small Extended 21_RSCPC_PX.wav	00:03	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Small, Expressive Tail, Dense, Granular Artifacts, Springy	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Small Extended 22_RSCPC_PX.wav	00:03	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Small, Expressive Tail, Tense, Biomechanical Malfunction, Granular Gesture	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Small Extended 23_RSCPC_PX.wav	00:02	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Small, Expressive Tail, Gritty, Granular Artifacts, Churning	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Small Extended 24_RSCPC_PX.wav	00:02	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Small, Expressive Tail, Tense, Low Punch, Alien Weapon Effect, Sci-Fi Explosive Energy	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Small Extended 25_RSCPC_PX.wav	00:02	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Small, Expressive Tail, Tense, Granular Gesture, Mushy, Splatter	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Small Extended 26_RSCPC_PX.wav	00:02	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Small, Expressive Tail, Tense, Granular Gesture, Slight Rattle	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Small Extended 27_RSCPC_PX.wav	00:02	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Small, Expressive Tail, Tense, Low Thump, Bubbling, Splatter	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Small Extended 28_RSCPC_PX.wav	00:02	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Small, Expressive Tail, Dense, Low Tension, Mushy, Churning	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Small Extended 29_RSCPC_PX.wav	00:03	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Small, Expressive Tail, Tense, Low Thump, Biomechanical Malfunction, Slight Rattle	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Small Extended 30_RSCPC_PX.wav	00:02	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Small, Expressive Tail, Dense, Low Thump, Granular Gesture, Mushy	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Small Extended 31_RSCPC_PX.wav	00:02	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Small, Expressive Tail, Dense, Low Thump, Mushy, Sticky	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Small Extended 32_RSCPC_PX.wav	00:02	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Small, Expressive Tail, Energy, Biomechanical Malfunction, Granular Artifacts, Descend	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Small Extended 33_RSCPC_PX.wav	00:02	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Small, Expressive Tail, Strong, Low Punch, Alien Weapon Effect, Slight Rattle	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Small Extended 34_RSCPC_PX.wav	00:02	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Small, Expressive Tail, Gritty, Energy, Grainy Noise Texture, Sci-Fi Explosive Energy	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Small Extended 35_RSCPC_PX.wav	00:02	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Small, Expressive Tail, Granular Gesture, Mushy, Splatter	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Small Extended 36_RSCPC_PX.wav	00:02	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Small, Expressive Tail, Dense, Low Punch, Alien Weapon Effect, Springy	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Small Extended 37_RSCPC_PX.wav	00:02	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Small, Expressive Tail, Tense, Granular Gesture, Grit, Slight Rattle	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Small Extended 38_RSCPC_PX.wav	00:02	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Small, Expressive Tail, Granular Gesture, Otherworldly Object, Slight Rattle	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Small Extended 39_RSCPC_PX.wav	00:02	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Small, Expressive Tail, Tense, Mushy, Splatter, Sticky	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Small Extended 40_RSCPC_PX.wav	00:02	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Small, Expressive Tail, Tense, Low Tension, Granular Artifacts, Indolent	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Small Extended 41_RSCPC_PX.wav	00:03	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Small, Expressive Tail, Tense, Energy, Bubbling, Gesture	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Small Extended 42_RSCPC_PX.wav	00:03	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Small, Expressive Tail, Strong, Energy, Alien Weapon Effect, Sci-Fi Explosive Energy	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Small Extended 43_RSCPC_PX.wav	00:03	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Small, Expressive Tail, Tense, Low Tension, Biomechanical Malfunction, Slight Rattle	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Small Extended 44_RSCPC_PX.wav	00:03	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Small, Expressive Tail, Gritty, Energy, Grit, Granular Flutter	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Small Extended 45_RSCPC_PX.wav	00:03	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Small, Tense, Energy, Granular Gesture, Slight Rattle	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Small Tight 01_RSCPC_PX.wav	00:02	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Small, Dense, Low Thump, Mushy, Springy	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Small Tight 02_RSCPC_PX.wav	00:01	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Small, Tense, Low Tension, Mushy, Splatter	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Small Tight 03_RSCPC_PX.wav	00:01	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Small, Tense, Low Thump, Alien Weapon Effect, Granular Gesture	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Small Tight 04_RSCPC_PX.wav	00:01	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Small, Dense, Low Punch, Alien Weapon Effect, Gesture	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Small Tight 05_RSCPC_PX.wav	00:02	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Small, Dense, Energy, Alien Weapon Effect, Granular Gesture	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Small Tight 06_RSCPC_PX.wav	00:01	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Small, Tense, Low Thump, Sci-Fi Explosive Energy, Granular Gesture	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Small Tight 07_RSCPC_PX.wav	00:02	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Small, Dense, Low Thump, Alien Weapon Effect, Granular Gesture	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Small Tight 08_RSCPC_PX.wav	00:01	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Small, Dense, Low Tension, Sci-Fi Explosive Energy, Springy	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Small Tight 09_RSCPC_PX.wav	00:02	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Small, Tense, Futuristic, Extraterrestrial Signal, Granular Gesture	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Small Tight 10_RSCPC_PX.wav	00:01	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Small, Gritty, Energy, Biomechanical Malfunction, Granular Gesture	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Small Tight 11_RSCPC_PX.wav	00:01	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Small, Gritty, Futuristic, Alien Weapon Effect, Granular Gesture	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Small Tight 12_RSCPC_PX.wav	00:02	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Small, Tense, Energy, Alien Weapon Effect, Fast Tremolo	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Small Tight 13_RSCPC_PX.wav	00:02	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Small, Tense, Energy, Alien Weapon Effect, Slight Rattle	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Small Tight 14_RSCPC_PX.wav	00:02	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Small, Dense, Energy, Sci-Fi Explosive Energy, Slight Rattle	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Small Tight 15_RSCPC_PX.wav	00:02	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Small, Tense, Energy, Alien Weapon Effect, Granular Gesture	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Small Tight 16_RSCPC_PX.wav	00:02	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Small, Dense, Low Tension, Granular Artifacts, Splatter	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Small Tight 17_RSCPC_PX.wav	00:02	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Small, Tense, Energy, Sci-Fi Explosive Energy, Springy	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Small Tight 18_RSCPC_PX.wav	00:02	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Small, Dense, Low Thump, Sci-Fi Explosive Energy, Slight Rattle	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Small Tight 19_RSCPC_PX.wav	00:02	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Small, Dense, Energy, Mushy, Springy	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Small Tight 20_RSCPC_PX.wav	00:02	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Small, Gritty, Energy, Alien Weapon Effect, Granular Gesture	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Small Tight 21_RSCPC_PX.wav	00:01	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Small, Tense, Energy, Mushy, Splatter	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Small Tight 22_RSCPC_PX.wav	00:01	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Small, Dense, Energy, Alien Weapon Effect, Granular Gesture	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Small Tight 23_RSCPC_PX.wav	00:02	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Small, Gritty, Energy, Sci-Fi Explosive Energy, Churning	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Small Tight 24_RSCPC_PX.wav	00:01	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Small, Tense, Energy, Alien Weapon Effect, Granular Gesture	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Small Tight 25_RSCPC_PX.wav	00:02	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Small, Tense, Low Thump, Sci-Fi Explosive Energy, Splatter	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Small Tight 26_RSCPC_PX.wav	00:02	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
SYNTHETIC	96000	2023 @ Rescopic Sound	24	Impact, Small, Dense, Low Thump, Alien Weapon Effect, Springy	Rescopic Sound	www.rescopicsound.com	DSGNSynth_Hit Small Tight 27_RSCPC_PX.wav	00:02	2	John Koulouris	Parallax	DESIGNED	Logic Pro X
